Material_Thermal_Conductivity,Surface_Area,Contact_Pressure,Heat_Source_Power,Cooling_Method,Time,Operating_Temperature,Assembly_Type,Thickness,Ambient_Temperature,Heat_Loss
347.8978,247.3769,3.0097,622.6292,Passive,38.9239,93.3793,TypeC,3.5497,32.9891,56990437.4743
160.9227,376.3659,2.0627,554.9579,Water,43.3429,125.57,TypeB,1.0022,33.5473,241038334.4258
109.3225,269.001,3.1121,229.6709,Fan,58.6204,82.06,TypeA,2.1424,23.0522,47481134.7986
244.8804,443.0405,1.1264,661.5986,Air,23.2549,88.744,TypeB,9.4025,32.8061,15009794.5215
377.6542,455.3158,2.4982,346.2764,Air,48.3086,81.381,TypeB,8.8062,22.679,55372718.458
293.6104,239.7744,3.3181,539.0509,Water,26.6373,80.4075,TypeB,3.1025,29.7363,30627662.2195
249.5214,174.5725,2.7,174.0451,Fan,52.3025,97.8541,TypeA,8.0053,24.5188,20870917.3902
84.0118,316.5576,2.308,513.6257,Air,11.6588,128.9679,TypeA,6.4771,17.4517,5338315.6129
265.2525,460.5635,4.9723,375.8171,Water,56.9135,79.7945,TypeB,9.7381,33.5587,33011742.0776
396.5188,144.798,4.4614,840.1431,Passive,13.9075,97.668,TypeA,4.3625,24.0819,13469012.6689
99.0294,330.335,3.3053,151.2809,Passive,20.247,113.78,TypeB,7.1331,29.6897,7808129.5597
231.4154,334.2021,3.0622,476.7465,Passive,45.6153,69.6383,TypeA,1.5718,22.3435,106151974.159
357.0806,379.9009,3.293,512.5883,Fan,24.2316,70.5275,TypeA,4.5662,15.3776,39701642.0248
309.269,109.2055,1.4059,752.5055,Water,36.8845,142.6754,TypeC,9.6744,17.0106,16181337.1505
293.9555,372.1212,2.2781,616.8588,Water,27.2298,119.5888,TypeB,5.8508,24.9244,48192769.9307
295.8694,459.0646,0.6776,700.4911,Air,44.7998,103.4905,TypeC,3.5909,28.7993,126565708.9936
175.8219,130.8574,2.64,799.3444,Air,14.4715,111.2492,TypeC,2.0824,21.6947,14318847.4851
152.7571,156.8945,2.9436,875.9827,Air,4.449,43.2229,TypeB,7.3318,28.9098,208158.7284
333.2764,487.1278,1.5249,382.4879,Water,18.6958,107.9913,TypeB,6.8037,28.9727,35251346.0753
333.5397,131.4396,4.8381,584.2204,Air,28.9842,96.046,TypeA,4.3654,29.0787,19492781.9893
353.4753,434.4733,4.5925,856.0973,Water,10.9132,100.0325,TypeB,9.5585,24.8504,13182536.6228
369.6342,271.525,3.7496,990.506,Water,21.933,79.5366,TypeC,1.1998,33.2977,84835699.3451
228.9698,161.254,2.9002,900.5674,Passive,24.599,48.9621,TypeC,3.7335,24.7839,5881850.2553
225.5307,441.8375,4.4149,434.3205,Air,4.3861,61.2673,TypeB,9.2896,24.0053,1753137.2484
329.4033,250.3874,1.0879,275.6499,Passive,35.4151,144.5819,TypeC,3.8884,18.9876,94346954.0857
277.4874,281.6678,4.0573,540.4533,Fan,53.1763,84.957,TypeA,3.2703,21.1531,81088303.9177
295.6884,211.655,1.0617,767.4773,Fan,9.9528,91.3351,TypeC,5.808,15.8467,8095836.1418
328.5274,316.8279,4.0739,543.3122,Fan,36.2707,45.7981,TypeA,8.4142,27.6707,8133428.2524
361.5019,123.5857,1.741,534.8628,Water,40.2196,44.1323,TypeC,1.9283,19.9707,22514776.5977
168.2983,225.9867,4.4469,854.4074,Water,25.7407,118.89,TypeA,9.4872,21.0831,10092863.5209
181.454,486.2355,4.7482,425.2634,Water,42.3648,99.1904,TypeA,8.1557,30.4163,31519697.7113
82.8937,166.16,1.1696,873.8152,Air,25.2332,95.9577,TypeB,2.6313,21.5444,9828800.8911
252.398,345.5315,2.582,466.1243,Passive,30.7736,66.7437,TypeA,7.4081,19.8439,16990885.5209
62.5798,196.3355,4.9144,395.4098,Water,1.4338,121.9226,TypeB,4.4646,18.3812,408557.3779
212.9593,398.0629,2.6753,508.5909,Passive,41.8115,58.506,TypeC,4.6207,30.4972,21484774.0757
239.9256,108.8931,4.386,786.2023,Passive,40.0192,60.8928,TypeC,8.0496,17.5941,5624007.7584
150.2894,486.4195,3.1493,213.4018,Passive,3.2657,90.6783,TypeC,9.6651,24.0751,1645145.666
256.7916,254.2053,2.189,276.7773,Air,22.7268,71.4908,TypeA,2.1399,25.1386,32135168.2008
60.6751,156.2227,1.786,956.3003,Air,58.7629,67.2209,TypeC,4.7857,28.7478,4477850.3094
63.0719,83.0735,1.4145,257.9425,Fan,25.8235,110.9761,TypeC,5.3285,27.6657,2115474.4093
337.9102,126.3911,3.9281,610.9546,Fan,30.6148,111.6069,TypeB,4.3868,31.2144,23961661.081
176.0667,283.8983,2.2394,621.383,Passive,54.6859,130.6969,TypeB,4.2687,15.895,73513791.4631
94.4712,201.6514,2.8007,540.662,Fan,43.3185,85.9479,TypeC,1.4704,20.9288,36490477.2015
232.7851,422.9975,2.7155,680.2707,Passive,35.3421,48.0394,TypeC,7.1698,20.6027,13317115.4275
319.4977,243.8994,3.0978,306.8441,Air,48.0705,70.1033,TypeA,4.9259,17.9203,39682640.2168
125.5374,161.9214,4.3951,597.396,Air,51.9976,147.8006,TypeA,2.7531,20.7836,48764137.0617
268.0117,327.7152,4.9133,434.9559,Air,27.9564,105.5884,TypeC,8.3443,21.1953,24834110.815
79.8716,368.0497,2.3341,695.5005,Water,29.0314,118.0711,TypeB,8.223,25.4377,9614000.6332
68.0886,125.1689,4.2238,227.1012,Passive,23.777,40.8094,TypeC,5.3775,28.2741,472369.8945
235.9741,125.4286,3.9404,613.7897,Air,58.0357,97.0026,TypeA,3.6861,22.622,34661607.8587
239.2223,66.5021,3.0809,266.7433,Passive,42.1328,44.1282,TypeB,6.7428,29.3894,1465140.2203
273.1005,381.3809,4.8022,350.7788,Fan,5.9102,102.6153,TypeB,3.5934,21.7233,13857459.6224
304.132,348.712,1.4021,296.8388,Fan,51.9146,141.2848,TypeA,3.1241,20.8057,212327042.5136
391.5482,263.5839,0.9917,264.554,Air,29.353,146.5261,TypeC,7.5746,25.8238,48273906.8529
230.7051,429.8767,4.3428,843.1399,Passive,5.0565,99.4608,TypeC,1.3629,15.4743,30902712.726
163.0348,412.5516,2.4762,357.1368,Air,33.4333,90.4025,TypeC,1.8529,16.5958,89573932.8129
328.3152,313.4095,4.3114,934.4114,Fan,25.6127,143.9519,TypeA,1.0611,23.3594,299517700.6206
144.7913,440.7221,4.5189,972.9339,Air,52.7872,114.0971,TypeB,2.3765,33.8583,113731961.3603
203.64,142.6285,0.7811,614.1344,Passive,13.0357,47.1389,TypeA,1.6209,29.4302,4136511.3357
77.4597,100.3638,4.4756,228.701,Fan,49.7614,91.2298,TypeC,9.9622,16.7625,2891717.4033
58.8728,171.3873,2.5174,437.0934,Water,33.9036,66.427,TypeA,3.5993,31.9264,3279047.7844
386.9269,75.6891,2.7969,817.959,Fan,4.222,91.6785,TypeB,2.3434,29.646,3273055.3727
342.593,289.0263,3.3197,430.6517,Water,58.3389,90.1012,TypeA,3.169,27.2189,114625241.4242
293.591,471.4726,4.6687,178.3155,Air,31.2443,104.0359,TypeC,9.4251,31.4059,33327295.5742
193.1335,67.7046,0.586,601.1064,Air,18.1617,79.2448,TypeB,5.6814,23.0822,2347600.1203
110.653,104.9495,2.6458,860.6088,Passive,28.695,58.0697,TypeA,4.2834,19.43,3006041.067
104.753,253.4896,3.5947,816.3337,Water,51.6136,95.4091,TypeA,8.8605,25.2405,10853638.4125
137.585,470.2438,3.7522,257.6108,Air,18.9893,131.3223,TypeB,4.5549,25.9768,28414516.0818
242.2293,192.2702,3.6164,705.4882,Water,12.3679,113.0413,TypeB,4.0151,25.7665,12520656.855
300.1086,278.2557,1.105,298.4538,Air,8.6152,77.2205,TypeC,2.8655,26.3015,12784016.6467
281.0691,68.7078,1.8473,296.3868,Fan,18.5737,142.9075,TypeB,4.4002,33.9741,8879861.9615
147.9769,116.7544,2.1142,886.6646,Air,47.0228,140.3428,TypeC,3.8502,33.0449,22640374.1522
384.2028,493.9836,4.12,324.7021,Passive,28.826,63.0283,TypeA,7.0957,32.5143,23526717.3542
308.2639,484.3034,1.7544,336.9226,Fan,14.4214,44.3359,TypeC,3.6062,31.0283,7945066.5391
244.0239,52.223,1.4482,100.5881,Passive,10.8049,121.544,TypeA,6.1948,33.8686,1948791.5978
264.1023,478.3153,4.8085,883.6021,Fan,20.631,131.0371,TypeB,1.593,16.9699,186617230.8166
196.86,337.604,0.5399,813.3353,Water,56.4555,146.4651,TypeA,2.7216,20.3025,173931265.4407
136.7058,440.5632,4.9902,664.596,Passive,21.2386,137.882,TypeB,4.6666,24.9011,30968879.8832
174.5904,254.6329,3.5457,775.2392,Air,59.2993,106.0588,TypeA,9.4325,31.9307,20717650.282
315.2461,282.0182,4.2281,236.8437,Water,29.6286,98.3058,TypeA,4.3953,25.1033,43870782.4114
55.0377,269.981,1.8258,512.4912,Air,11.5707,43.0625,TypeA,6.9767,29.9607,322874.7098
90.6254,350.0889,0.5644,416.0974,Fan,53.5773,67.1322,TypeA,3.2958,17.7792,25454338.1402
66.1009,112.8431,3.8204,184.3989,Fan,28.161,90.5576,TypeC,2.1433,20.0483,6910252.1209
64.2551,63.4881,4.2537,537.5174,Air,42.8706,109.1354,TypeA,1.5268,29.6355,9106341.3736
349.4112,188.5685,3.8321,928.6657,Air,59.039,101.2977,TypeC,3.7487,18.2947,86130717.3334
296.2803,367.1063,1.1428,136.0532,Water,3.9603,121.69,TypeB,2.4189,22.0271,17747545.7648
215.9608,140.8341,3.8904,362.3148,Air,6.705,70.7744,TypeB,2.5661,20.2973,4011458.9453
84.242,353.0446,3.9602,286.7868,Passive,43.5069,102.1448,TypeC,7.8468,21.9972,13216434.8748
222.0656,486.4604,3.4634,314.332,Passive,17.6277,49.6956,TypeB,1.1425,29.1665,34216700.8144
215.7151,92.2553,3.9475,917.5911,Air,11.8738,85.5032,TypeB,6.0203,22.3569,2478514.0026
110.6207,352.671,4.3066,521.2621,Passive,3.3224,122.5177,TypeA,4.4152,26.1053,2830352.8612
201.8481,249.6876,3.2612,519.6695,Air,2.289,116.2741,TypeA,5.5589,16.9986,2060253.4729
189.4767,440.664,0.8987,784.5181,Water,46.6947,148.9707,TypeA,6.0655,31.1004,75765022.3967
265.5475,129.7174,2.6943,239.043,Passive,8.9316,70.568,TypeC,3.8203,22.3978,3879276.1684
272.2828,361.6817,0.8494,538.5388,Passive,28.5955,94.8008,TypeC,3.656,27.9707,51476660.1725
65.8564,427.1519,2.3339,486.9867,Air,36.7479,76.2483,TypeB,7.6006,29.5078,6357089.5832
181.1144,475.0764,2.332,637.2196,Passive,26.2728,88.4663,TypeA,8.8415,19.1932,17711749.8463
269.051,357.4616,0.797,999.6019,Fan,2.5993,134.2645,TypeC,2.7332,32.6935,9290064.4832
226.0977,273.7286,2.0697,792.504,Water,47.2266,115.263,TypeC,1.8786,27.3245,136819417.3016
349.7714,328.0313,0.9995,458.0791,Water,1.6203,137.0685,TypeA,9.0802,23.5745,2323659.5648
280.5428,441.0072,4.1371,844.7977,Passive,45.9515,62.3862,TypeC,4.1491,18.6467,59932778.4549
107.027,306.7744,4.7646,253.6375,Passive,53.705,136.0697,TypeA,5.9619,33.846,30233894.7911
74.6991,63.6742,0.8254,127.4173,Fan,26.5376,46.5739,TypeB,4.2359,30.1014,490856.2527
274.8467,468.9269,4.798,284.0035,Fan,32.597,137.7459,TypeB,2.1322,19.1605,233655812.9378
59.279,360.287,2.8516,406.3704,Passive,29.142,76.1981,TypeB,6.304,21.7542,5375289.2343
255.0215,354.431,1.848,559.5227,Passive,23.9633,74.6046,TypeA,5.7263,31.1935,16420327.4873
379.0806,147.0538,0.8459,653.6162,Fan,53.358,96.3297,TypeC,2.8269,28.9136,70934993.4323
251.416,346.4985,2.7528,919.5451,Air,53.7421,143.4759,TypeB,5.0668,30.3157,104560788.2534
185.8595,227.239,4.0753,558.8686,Fan,20.8132,45.256,TypeB,8.1725,23.824,2305229.9998
275.1509,343.0548,3.6819,551.1481,Air,37.2891,78.7454,TypeB,6.3138,29.3295,27548136.6238
210.3885,97.9669,0.726,145.2187,Water,55.6875,134.2229,TypeC,1.8723,22.7299,68348855.7774
240.9659,346.0304,0.8281,131.4204,Water,57.7615,83.566,TypeC,5.9322,19.2253,52237009.1012
379.5127,499.7362,2.3129,596.044,Fan,31.0286,61.9073,TypeA,7.3246,27.6535,27520362.4654
185.1359,71.6954,1.8288,494.3608,Air,27.7167,86.7274,TypeB,8.1343,34.5203,2361200.3507
386.4167,489.7284,1.5457,855.2624,Fan,17.443,82.4108,TypeC,6.6621,21.212,30322438.0443
366.8727,233.1086,1.7645,244.6116,Fan,57.5734,140.6958,TypeA,2.3739,24.2194,241585624.5822
118.5269,441.8391,4.1157,122.4745,Air,9.426,123.8128,TypeB,7.3916,28.48,6366670.8639
74.2765,402.0735,4.6815,504.1349,Fan,35.2099,95.5627,TypeC,7.0961,25.8301,10333270.6436
85.2723,305.1573,2.323,313.7307,Water,17.6705,148.7208,TypeC,1.2198,31.8686,44048268.7156
56.3776,382.3021,4.5775,144.6529,Passive,17.4615,91.1805,TypeA,4.7057,30.2349,4874307.6448
83.055,445.332,1.9467,752.1385,Passive,24.8931,46.4062,TypeB,3.9966,16.1659,6966651.4163
289.0524,231.8631,2.644,200.4337,Fan,59.9288,68.8502,TypeB,7.0247,34.9684,19372358.2619
74.916,197.1649,1.5171,647.4876,Air,4.243,87.9678,TypeC,2.9452,30.048,1232507.235
161.6415,350.417,3.3821,352.9448,Air,35.134,57.2593,TypeB,6.3178,32.2781,7868882.4748
345.7064,413.5307,4.9054,256.1464,Water,5.8718,144.2322,TypeA,9.2189,28.024,10581423.6093
58.1452,393.0283,3.2157,441.7764,Air,10.1167,124.3534,TypeC,8.1802,32.1257,2606597.7703
335.064,409.0161,2.1102,821.3012,Air,26.9342,69.5116,TypeC,9.2931,17.2477,20759335.9209
148.6492,246.0125,3.4152,452.8842,Water,31.1171,104.9885,TypeA,9.8066,21.9548,9635068.2535
91.3577,418.0254,1.0531,775.6927,Fan,16.2688,119.3594,TypeC,1.096,32.5284,49222945.3702
293.858,104.0941,4.499,212.9377,Passive,19.671,143.5407,TypeB,6.6047,19.0331,11343128.1202
270.13,295.0201,2.7639,795.4943,Water,6.1311,136.9799,TypeB,4.7156,16.5648,12476903.4893
357.1152,52.5914,2.5221,313.24,Fan,18.89,96.6711,TypeC,8.7387,30.7624,2675783.3121
307.2749,196.0636,3.1364,709.6538,Water,58.0269,125.2118,TypeA,3.2663,31.7097,100073415.4714
331.2183,214.9077,3.3115,609.2034,Fan,56.7377,101.8359,TypeA,9.8293,18.253,34342576.2921
148.7121,228.2777,0.823,936.2302,Water,20.7578,100.7974,TypeB,6.5234,32.0869,7422329.2839
112.1038,362.9602,3.5718,448.5903,Fan,34.6804,52.6216,TypeA,8.1418,28.7354,4139902.11
312.7152,224.8511,1.5887,159.5487,Water,54.6661,53.8751,TypeC,1.7704,25.4017,61820146.1716
332.3922,251.9121,3.7128,117.2399,Fan,1.3648,98.2487,TypeC,2.6511,31.605,2872776.6164
396.6768,156.8949,4.2014,844.1727,Water,48.8303,69.5748,TypeB,7.8256,23.385,17937563.7102
194.4162,217.9633,4.1178,572.2621,Passive,56.9538,42.3141,TypeB,1.1979,18.8799,47213706.7105
180.2063,152.2713,2.9863,797.7196,Passive,6.3882,119.5123,TypeB,8.3519,20.6971,2073982.0724
321.7445,82.9382,2.8408,310.983,Air,10.5254,43.5735,TypeA,1.1255,25.1033,4609251.9234
169.2812,321.5519,1.1429,410.5754,Fan,57.684,105.4805,TypeC,6.9141,25.6266,36263995.5132
375.7651,350.6958,3.9891,127.0935,Water,32.7149,99.3113,TypeC,4.2858,31.1116,68603009.3883
350.4445,328.7707,1.7213,965.3431,Fan,1.8376,146.5696,TypeC,6.5035,30.8271,3767984.0096
200.1479,258.5723,2.7351,701.0811,Passive,16.2003,93.2634,TypeB,7.2643,26.6273,7690806.6499
312.8049,220.9036,1.7792,939.8846,Fan,27.5467,46.9962,TypeC,4.0823,30.6157,7637797.8105
314.09,438.5001,1.1022,338.9468,Water,41.8816,100.6857,TypeA,1.9717,18.8355,239456141.0942
86.0934,283.5868,3.333,650.3173,Fan,44.2565,132.5206,TypeA,1.6268,16.0013,77392101.487
365.8935,265.6318,0.7445,710.65,Water,59.7299,149.6534,TypeC,6.3004,32.4727,107972836.9479
226.8383,61.5389,3.8689,385.7947,Passive,17.9632,87.3377,TypeB,5.6859,16.5111,3123539.4475
339.2601,203.5615,1.9291,863.2983,Passive,32.755,75.2329,TypeC,7.6798,19.9338,16288240.9434
162.0174,221.088,0.5006,952.4453,Passive,32.4661,139.7319,TypeA,5.5876,28.9064,23065949.7809
363.4331,229.4703,2.8001,896.3696,Air,24.9331,61.0366,TypeA,4.802,23.189,16388659.427
186.2206,311.0776,0.7108,765.1603,Passive,10.9806,107.6972,TypeA,4.5828,32.5263,10433772.8644
53.7932,290.1211,1.7428,349.7182,Fan,58.6699,84.6286,TypeC,1.238,20.9596,47090079.9154
366.8837,323.5573,3.6814,353.4544,Air,51.3457,44.5191,TypeA,4.02,15.2374,44397031.4644
81.9503,394.1975,0.7821,967.0243,Passive,30.4016,78.2017,TypeB,9.7842,21.0131,5740437.5603
161.7598,415.8436,4.277,109.256,Fan,36.5915,69.1751,TypeC,8.862,26.5615,11835791.7566
382.5217,373.1554,0.5172,744.445,Fan,14.4084,115.47,TypeC,3.9644,22.5188,48221320.3962
382.7125,479.9857,1.6107,735.6215,Fan,33.0834,144.367,TypeA,6.2902,25.6975,114653083.7465
250.7033,58.2047,3.8341,660.4206,Water,42.0032,69.4852,TypeA,8.6257,32.532,2625779.0993
271.143,138.1001,1.9232,991.098,Air,31.3949,129.2613,TypeB,4.9715,33.2497,22703235.6721
206.9559,53.4033,0.9585,380.6915,Fan,59.4268,46.0896,TypeC,1.1616,20.3195,14570946.1169
152.6238,341.3636,2.1211,405.9747,Water,37.0692,99.1933,TypeA,1.6706,24.2428,86647241.9032
165.0326,454.1137,1.7168,171.0455,Passive,22.8874,47.7605,TypeB,5.5935,25.9829,6678165.536
285.3815,159.567,4.2922,498.5183,Fan,46.557,142.7436,TypeA,9.725,33.9822,23710409.9786
313.3311,467.1655,1.9101,334.9437,Water,11.0573,124.2986,TypeC,7.2389,34.9723,19972394.1012
327.0527,77.1203,4.0502,409.048,Fan,23.6864,112.3745,TypeA,1.6382,19.7081,33794099.4699
326.3663,470.4962,4.5134,851.1146,Air,21.4706,130.6286,TypeC,2.7042,29.5396,123245395.0066
81.9221,208.2302,2.4522,941.9361,Air,26.4766,111.2272,TypeA,7.9419,22.5606,5042462.1629
223.0471,95.6394,4.5947,267.1598,Passive,47.125,146.5839,TypeC,8.573,15.1622,15410582.1199
70.1456,268.6423,2.1979,435.258,Fan,29.5662,118.5354,TypeB,6.5593,15.1851,8778586.4204
242.3351,165.5495,4.8384,935.7675,Water,47.8469,141.7124,TypeC,6.7998,24.2113,33169871.8702
204.5357,178.1928,0.9018,155.6276,Passive,35.0128,96.8845,TypeB,1.255,24.7667,73330536.189
360.6965,188.2805,3.5916,183.1245,Fan,21.1821,52.8771,TypeC,8.4568,15.4514,6366198.2274
172.8203,411.3617,2.7222,246.5119,Passive,48.7887,98.0995,TypeB,8.0945,28.7385,29720983.2882
90.9735,292.6226,2.2444,635.6916,Water,15.0591,53.956,TypeA,3.3313,20.8801,3980335.7835
100.0471,190.0885,3.3472,235.425,Passive,14.2386,105.1743,TypeC,7.3781,26.1979,2898547.5817
316.5287,324.6502,3.6674,971.2687,Passive,30.7657,93.0742,TypeA,2.9337,21.0184,77651314.714
266.3763,372.2678,0.5196,502.0431,Passive,16.3901,108.4833,TypeB,1.363,18.3427,107487323.0379
85.3929,172.6808,1.2513,551.3662,Fan,1.5361,41.1052,TypeC,2.8102,23.1435,144775.6465
79.4374,236.0971,3.7087,321.9928,Water,39.2496,61.4325,TypeC,2.6077,19.6455,11795992.1552
295.3392,104.8487,3.4987,523.8642,Air,31.1545,94.0463,TypeA,4.0397,25.696,16322859.4333
75.4671,131.5172,4.8472,695.7223,Fan,27.2856,144.5554,TypeC,4.766,18.9766,7135690.6597
337.651,356.503,3.9247,776.0594,Air,58.0511,82.197,TypeC,5.5769,25.1681,71456842.227
297.1848,131.6473,4.7785,778.4813,Air,34.7008,86.6809,TypeA,5.2908,18.1476,17585646.388
78.4721,286.3235,3.6614,620.102,Fan,51.9425,118.6166,TypeC,3.4361,28.4195,30635283.0666
79.6932,369.0708,1.8412,913.9238,Fan,9.2276,106.4172,TypeA,1.2625,30.0788,16410861.4457
395.3239,98.0946,0.9741,835.6671,Water,34.5832,72.8819,TypeA,6.4459,17.2079,11583297.4667
180.9948,305.2905,4.0182,781.3433,Water,52.2108,85.1898,TypeA,4.5617,24.356,38473169.0466
179.7248,165.4533,3.3987,150.045,Passive,35.4032,63.947,TypeA,3.688,16.4174,13567480.566
334.4798,483.3171,0.7168,106.1902,Air,43.3628,146.2624,TypeA,8.8025,26.9636,95005645.8789
381.537,267.5955,2.1202,291.2025,Water,22.9506,54.3698,TypeB,7.7207,20.2881,10343656.3154
395.1004,412.6966,4.8056,697.1712,Passive,6.4545,80.902,TypeB,8.7199,25.5525,6680410.701
313.6824,297.6019,2.7518,470.0777,Water,28.0161,42.8423,TypeA,5.4548,25.3492,8387286.4866
181.6909,69.5356,2.4473,462.1656,Fan,24.2743,64.3957,TypeB,2.1784,33.4871,4351397.9563
79.2253,334.9181,2.5596,896.1282,Water,52.1566,125.8518,TypeB,7.266,25.9817,19021811.5643
322.0014,478.1315,1.44,906.0066,Air,15.3957,62.1293,TypeC,2.8547,26.66,29450773.0442
245.4415,320.7253,2.1592,918.2577,Water,58.0373,48.807,TypeA,4.9711,23.0331,23687327.0352
198.4777,418.635,2.1642,382.4903,Air,57.5301,92.1898,TypeB,1.585,33.9816,175548565.6354
367.224,447.8929,0.7356,721.9502,Fan,15.6103,41.0966,TypeC,8.4278,30.5437,3214948.988
88.9191,152.6359,3.9541,344.4699,Air,21.5351,49.3243,TypeC,2.1335,20.7081,3920287.8642
222.4188,145.4202,2.3743,271.5488,Water,53.8378,128.8388,TypeA,9.1279,31.8842,18496139.025
53.9738,324.9414,4.1998,266.1692,Passive,58.0307,124.8621,TypeA,8.7781,23.6479,11735099.4605
214.0312,234.9628,4.3266,407.8969,Fan,27.1629,140.6653,TypeC,5.1812,31.5733,28761721.528
69.7061,427.9376,1.454,486.9619,Water,19.9388,133.9967,TypeA,7.6993,31.4578,7921139.4845
91.5863,455.0104,3.4581,847.8543,Fan,32.0395,115.1493,TypeA,6.575,18.7774,19570063.3581
91.1342,209.0396,2.6253,207.902,Fan,41.5784,45.7566,TypeC,8.2277,29.0228,1610993.7308
277.2236,156.5918,4.4607,761.4333,Water,17.135,126.1133,TypeC,4.8862,20.8129,16030316.8124
311.1157,401.2365,1.4708,578.3094,Water,44.4519,133.0062,TypeA,8.0723,20.9499,77028541.4358
254.1791,173.6627,3.5502,359.1508,Passive,4.0478,127.899,TypeB,5.1621,20.927,3702619.9327
386.7604,420.1764,3.2349,543.5376,Fan,3.9084,95.9327,TypeA,9.4687,29.5114,4455430.5215
181.2047,240.6822,1.8289,369.9479,Fan,23.791,65.6192,TypeB,5.3773,19.5965,8880429.1722
149.9992,350.3975,1.1147,636.4738,Water,21.8549,132.9863,TypeC,5.1636,15.0181,26242857.7364
354.0097,92.9909,3.4324,490.4595,Air,19.6224,119.9879,TypeB,8.0656,29.3047,7262696.4755
128.2585,330.7367,3.8237,247.965,Water,29.9702,147.8837,TypeC,8.3942,18.4237,19607150.2392
387.1279,253.2955,1.9203,204.9248,Fan,19.9233,57.1262,TypeA,5.9904,17.0896,13057035.5586
54.2541,313.9738,3.4017,592.0261,Water,12.3432,64.8231,TypeA,2.6182,19.7503,3619640.6622
389.4576,125.6064,2.2781,912.1717,Passive,19.2587,63.2978,TypeC,5.2098,22.598,7359870.0024
65.106,381.5932,3.7094,409.5619,Air,58.5194,127.1794,TypeC,9.7127,24.5181,15366971.6547
361.9001,438.2587,1.3965,759.7001,Water,25.2557,60.5598,TypeC,7.7769,15.8914,23007664.7941
234.6954,147.5329,4.506,692.7952,Passive,27.2381,47.3326,TypeA,8.3005,34.4115,1468133.3377
397.5377,93.0715,1.7933,938.3994,Fan,35.0162,149.8417,TypeA,1.2954,29.3213,120537094.8164
75.8288,60.6374,2.155,838.8829,Water,59.0171,42.7299,TypeB,5.2107,21.4639,1107496.4927
243.849,338.8872,0.7614,609.9447,Fan,15.2545,131.8768,TypeC,6.8196,21.3739,20426261.8657
389.2559,323.1923,1.0018,691.3274,Passive,41.1956,80.1904,TypeB,8.4703,23.9709,34398161.2623
233.0842,296.0138,2.8214,908.5478,Fan,43.2431,132.5777,TypeA,1.4435,27.5249,217136312.0463
270.2895,154.3762,1.7042,459.5669,Passive,36.8321,101.0083,TypeB,8.6719,17.9275,14723884.807
293.512,225.9077,4.2597,394.1152,Passive,6.2261,139.1794,TypeB,5.9356,18.7786,8374092.1169
209.0894,317.5144,0.5661,109.73,Passive,40.9355,141.8812,TypeA,2.7758,32.1887,107395060.0643
269.6453,273.5451,2.2059,843.896,Water,4.7816,41.0008,TypeA,3.8553,20.1251,1909756.1009
254.51,494.5035,2.0181,820.8826,Fan,36.1724,48.2953,TypeC,3.5374,22.6039,33063981.1633
365.4053,111.3979,0.587,194.0091,Fan,44.6353,67.5395,TypeB,5.7777,32.4254,11042231.7561
65.9062,362.815,1.0597,619.1716,Air,13.4472,113.6247,TypeA,1.4652,28.263,18733094.1434
148.3371,231.9434,2.3614,517.5835,Air,50.6557,137.7099,TypeA,2.4268,21.8342,83218236.6248
382.644,242.6898,2.7179,206.8382,Air,2.7909,90.5936,TypeB,8.3142,28.674,1930182.5368
361.5923,372.919,2.3193,982.5114,Air,50.785,106.767,TypeA,2.1934,15.3937,285279531.3259
209.4799,361.5963,2.8892,293.2263,Fan,28.1594,60.735,TypeC,3.1006,29.7129,21341020.5283
267.0464,496.0652,3.1781,160.5108,Passive,13.8377,128.5464,TypeC,5.0803,24.7403,37456131.0725
147.0834,107.7774,0.5447,635.3626,Passive,8.8929,146.4061,TypeB,5.6541,31.2636,2870826.4656
115.8424,96.8493,2.5884,764.98,Water,57.2451,69.5459,TypeC,7.8725,34.0928,2892303.7282
212.2944,375.9525,4.8357,129.1991,Passive,5.2873,94.4309,TypeA,5.026,33.5158,5114556.0872
173.6733,310.2741,2.8356,692.8459,Fan,12.7465,49.4728,TypeA,8.1088,33.1853,1379645.063
254.2796,173.3723,3.5489,579.0627,Fan,21.5215,101.505,TypeA,6.5651,25.2434,11021186.072
77.2071,85.7387,1.9034,192.9385,Fan,37.5939,95.3062,TypeA,2.0179,22.2028,9015492.4113
391.0382,88.5462,3.983,255.2715,Water,33.1433,55.888,TypeB,2.407,24.3007,15059871.8347
395.1738,452.3859,3.9781,611.1769,Air,8.413,88.6273,TypeC,4.9333,28.7979,18240015.9482
294.3566,136.3403,2.8458,366.7219,Passive,18.094,76.7515,TypeC,4.572,32.68,6999777.2461
237.6337,195.5172,4.8921,944.4842,Fan,15.0864,97.4014,TypeA,7.6919,19.1397,7131719.6979
158.3347,151.9954,1.065,836.8662,Fan,13.599,104.422,TypeB,6.2266,33.3639,3734875.638
334.8283,209.7483,0.5763,985.2105,Air,25.2575,40.9345,TypeA,4.4932,31.3036,3802087.3688
289.6559,81.2407,3.9657,333.7038,Fan,42.5379,123.7107,TypeA,2.5368,34.5771,35171209.2425
106.9159,283.5769,4.1322,972.7513,Passive,13.8297,118.4316,TypeB,3.0415,32.605,11832049.9284
368.8245,80.4257,1.0409,488.1105,Water,22.6341,80.2915,TypeB,6.1795,20.5987,6485544.6915
